query,intent
기분차트에 대해서 설명해줄래?,1
기분차트에 관해서 설명해줘,1
기분차트에 관해서 설명해줄래?,1
기분차트의 뜻을 모르겠어,1
기분차트의 정확한 뜻이 궁금해,1
기분차트는 무슨 말이야?,1
기분차트가 뭘 의미하는 거야?,1
기분차트에 대해서 설명해줘,1
기분차트에 대해서 설명해줄래?,1
기분차트에 대해서 설명해줄 수 있어?,1
기분차트에 대해 자세히 알고 싶어,1
기분차트가 어떤 것을 나타내는 거야?,1
기분차트가 뭔지 궁금해,1
그런데 기분차트가 뭐야?,1
근데 기분차트가 뭐야?,1
기분차트라는 걸 들어본 적이 없는데 뭐야?,1
기분차트에 대해 잘 몰라. 알려줄 수 있어?,1
기분차트 설명 좀,1
기분차트라는 말이 나왔는데 그게 뭐야?,1
기분차트가 뭔지 알려줘,1
그럼 기분차트는 뭐야?,1
기분차트의 뜻,1
기분차트의 정의,1
기분차트의 의미,1
기분차트 뜻,1
기분차트 정의,1
기분차트 의미,1
기분차트가 뭔지 설명해줘,1
기분차트란 뭔가요?,1
기분차트란 어떤거야?,1
기분차트란 뭘 뜻하는 거야?,1
기분차트란 뭘 말하는 거야?,1
기분차트가 뭘까?,1
기분 차트가 뭐야?,1
기분 차트가 뭐지?,1
기분 차트가 무슨 뜻이야?,1
기분 차트가 뭔지 모르겠어,1
기분 차트의 정의는 뭐야?,1
기분 차트에 대해서 설명해줘,1
기분 차트에 대해서 설명해줄래?,1
기분 차트에 관해서 설명해줘,1
기분 차트에 관해서 설명해줄래?,1
기분 차트의 뜻을 모르겠어,1
기분 차트의 정확한 뜻이 궁금해,1
기분 차트는 무슨 말이야?,1
기분 차트가 뭘 의미하는 거야?,1
기분 차트에 대해서 설명해줘,1
기분 차트에 대해서 설명해줄래?,1
기분 차트에 대해서 설명해줄 수 있어?,1
기분 차트에 대해 자세히 알고 싶어,1
기분 차트가 어떤 것을 나타내는 거야?,1
기분 차트가 뭔지 궁금해,1
그런데 기분 차트가 뭐야?,1
근데 기분 차트가 뭐야?,1
기분 차트라는 걸 들어본 적이 없는데 뭐야?,1
기분 차트에 대해 잘 몰라. 알려줄 수 있어?,1
기분 차트 설명 좀,1
기분 차트라는 말이 나왔는데 그게 뭐야?,1
기분 차트가 뭔지 알려줘,1
그럼 기분 차트는 뭐야?,1
기분 차트의 뜻,1
기분 차트의 정의,1
기분 차트의 의미,1
기분 차트 뜻,1
기분 차트 정의,1
기분 차트 의미,1
기분 차트가 뭔지 설명해줘,1
기분 차트란 뭔가요?,1
기분 차트란 어떤거야?,1
기분 차트란 뭘 뜻하는 거야?,1
기분 차트란 뭘 말하는 거야?,1
기분 차트가 뭘까?,1
안정시 심박수가 뭐야?,1
안정시 심박수가 뭐지?,1
안정시 심박수가 무슨 뜻이야?,1
안정시 심박수가 뭔지 모르겠어,1
안정시 심박수의 정의는 뭐야?,1
안정시 심박수에 대해서 설명해줘,1
안정시 심박수에 대해서 설명해줄래?,1
안정시 심박수에 관해서 설명해줘,1
안정시 심박수에 관해서 설명해줄래?,1
안정시 심박수의 뜻을 모르겠어,1
안정시 심박수의 정확한 뜻이 궁금해,1
안정시 심박수는 무슨 말이야?,1
안정시 심박수가 뭘 의미하는 거야?,1
안정시 심박수에 대해서 설명해줘,1
안정시 심박수에 대해서 설명해줄래?,1
안정시 심박수에 대해서 설명해줄 수 있어?,1
안정시 심박수에 대해 자세히 알고 싶어,1
안정시 심박수가 어떤 것을 나타내는 거야?,1
안정시 심박수가 뭔지 궁금해,1
그런데 안정시 심박수가 뭐야?,1
근데 안정시 심박수가 뭐야?,1
안정시 심박수라는 걸 들어본 적이 없는데 뭐야?,1
안정시 심박수에 대해 잘 몰라. 알려줄 수 있어?,1
안정시 심박수 설명 좀,1
안정시 심박수라는 말이 나왔는데 그게 뭐야?,1
안정시 심박수가 뭔지 알려줘,1
그럼 안정시 심박수는 뭐야?,1
안정시 심박수의 뜻,1
안정시 심박수의 정의,1
안정시 심박수의 의미,1
안정시 심박수 뜻,1
안정시 심박수 정의,1
안정시 심박수 의미,1
안정시 심박수가 뭔지 설명해줘,1
안정시 심박수란 뭔가요?,1
안정시 심박수란 어떤거야?,1
안정시 심박수란 뭘 뜻하는 거야?,1
안정시 심박수란 뭘 말하는 거야?,1
안정시 심박수가 뭘까?,1
안정시심박수가 뭐야?,1
안정시심박수가 뭐지?,1
안정시심박수가 무슨 뜻이야?,1
안정시심박수가 뭔지 모르겠어,1
안정시심박수의 정의는 뭐야?,1
안정시심박수에 대해서 설명해줘,1
안정시심박수에 대해서 설명해줄래?,1
안정시심박수에 관해서 설명해줘,1
안정시심박수에 관해서 설명해줄래?,1
안정시심박수의 뜻을 모르겠어,1
안정시심박수의 정확한 뜻이 궁금해,1
안정시심박수는 무슨 말이야?,1
안정시심박수가 뭘 의미하는 거야?,1
안정시심박수에 대해서 설명해줘,1
안정시심박수에 대해서 설명해줄래?,1
안정시심박수에 대해서 설명해줄 수 있어?,1
안정시심박수에 대해 자세히 알고 싶어,1
안정시심박수가 어떤 것을 나타내는 거야?,1
안정시심박수가 뭔지 궁금해,1
그런데 안정시심박수가 뭐야?,1
근데 안정시심박수가 뭐야?,1
안정시심박수라는 걸 들어본 적이 없는데 뭐야?,1
안정시심박수에 대해 잘 몰라. 알려줄 수 있어?,1
안정시심박수 설명 좀,1
안정시심박수라는 말이 나왔는데 그게 뭐야?,1
안정시심박수가 뭔지 알려줘,1
그럼 안정시심박수는 뭐야?,1
안정시심박수의 뜻,1
안정시심박수의 정의,1
안정시심박수의 의미,1
안정시심박수 뜻,1
안정시심박수 정의,1
안정시심박수 의미,1
안정시심박수가 뭔지 설명해줘,1
안정시심박수란 뭔가요?,1
안정시심박수란 어떤거야?,1
안정시심박수란 뭘 뜻하는 거야?,1
안정시심박수란 뭘 말하는 거야?,1
안정시심박수가 뭘까?,1
다른 사람들에 비해 높은 점수가 뭐야?,1
내 점수중에 높은 등수에 있는게 뭐야,1
타인에 비해 높은 점수가 있어?,1
다른 사람보다 높은 점수가 있을까?,1
다른 사람들에 비해 낮은 점수가 뭐야?,1
내 점수중에 낮은 등수에 있는게 뭐야?,1
내가 좋은 점수를 보이고 있는게 뭐야?,2
내가 안좋은 점수를 보이고 있는게 뭐야?,2
남들에 비해 좋은 점수를 보이는게 뭐야?,2
남들에 비해 안좋은 점수를 보이는게 뭐야?,2
남들보다 점수가 높은거 뭐있어,2
남들보다 점수가 낮은거 뭐있어,2
타인에 비애 낮은 점수가 있어?,2
다른 사람보다 낮은 점수가 있을까?,2
평균보다 높은 점수 있는거 알려줘,2
다른 사람들보다 높은 점수가 있는게 뭐야?,2
다른 사람들보다 높은 점수 있는거,2
다른 사람들보다 낮은 점수가 있는게 뭐야?,2
다른 사람들보다 낮은 점수 있는거,2
평균보다 낮은 점수들,2
평균보다 높은 점수들,2
평균보다 높은거,2
내가 개선해야할 부분 알려줘,2
내가 고쳐야할 부분 알려줘,2
내가 개선해야할게 뭐가 있어?,2
내가 고쳐야할게 뭐가 있어?,2
평균보다 낮은거,2
나의 강점을 알려줘,2
다른사람보다 강점인거 알려줘,2
남들보다 강한점이 있는거 알려줘,2
나는 남들보다 강점인 부분이 있을까?,2
나의 약점을 알려줘,2
다른사람보다 약점이 있는거 알려줘,2
남들보다 부족한 부분이 있는거 알려줘,2
나는 남들보다 부족한게 뭘까?,2
평균보다 높은 점수를 갖는거 알려줘,2
나는 다른 사람들에 비해 어떤 점에서 높은 점수를 받았어?,2
다른 사람들에 비해 나는 어떤 점에서 높은 점수를 받아?,2
내 점수 중에서 높은 등수에 해당하는 부분이 뭐야?,2
높은 등수에 해당하는 내 점수가 뭐있어?,2
나는 다른사람들에 비해 어떤 점에서 높은 점수를 가지고 있어?,2
나는 어??? 부분에서 다른 사람들에 비해 낮은 점수를 가지고 있어?,2
내 점수 중에서 낮은 등수에 해당하는 부분이 뭐야?,2
나의 점수 중에서 평균 이상인 부분이 어떤게 있어?,2
"다른 사람들과 비교했을 때, 어떤 부분에서 내 점수가 평균 이상이야?",2
내 점수 중에서 평균 이하인 부분이 어떤게 있어?,2
다른 사람들과 비교했을 때 어떤 부분에서 내 점수가 평균 이하야?,2
평균보다 낮은 점수를 갖는거 알려줘,2
내 활동량 점수를 알려줘,2
활동량 점수,2
내 활동량 점수는 어때?,2
내 활동량 점수가 남들보다 높냐?,2
내 활동량 점수가 남들보다 낮냐?,2
내 활동량 점수가 남들에 비해 좋아?,2
내 활동량 점수가 남들에 비해 안좋아?,2
활동량 점수가 다른 사람들보다 높을 거 같아,2
활동량 점수가 다른 사람들보다 낮을 거 같아,2
활동량 등수 알려줘,2
내 활동량 점수가 어떨라나,2
내 활동량이 어때?,2
내 활동량 점수는?,2
내 활동량은 상위 몇퍼센트야?,2
내 활동량이 상위 몇 퍼센트에 해당하나요?,2
내 나이대의 평균 활동량은 몇점이야?,2
제 나이 그룹의 평균 활동량은 얼마나 되나요?,2
나는 활동량이 높은편인가?,2
나는 다른 사람들보다 얼마나 활동적이야?,2
저는 다른 사람들보다 얼마나 활동적인가요?,2
나는 활발한 사람일까?,2
나는 덜 활동적인 편인가?,2
제가 활발한 사람일까요?,2
제가 덜 활동적인 사람일까요?,2
내 활동량은 다른 사람들과 어떻게 비교돼?,2
내 활동량이 다른 사람들과 어떻게 비교되나요?,2
내 활동 수준은 상위 몇 퍼센트에 속하나요?,2
저의 활동량이 다른 사람들과 비교했을 때 어떤 위치에 있나요?,2
나이대별로 저와 비슷한 활동량을 보이는 사람들은 얼마나 될까요?,2
나이대별로 나와 비슷한 활동량을 보이는 사람이 얼마나 돼?,2
"나이대 평균 활동량과 비교했을 때, 내 활동량이 어때?",2
내 나이대에서 내 활동량은 어떤편이야?,2
요즘 활동량이 좀 적은가?,2
내 활동량에서 긍정적인 측면이 있나?,2
내 활동량에서 긍정적인 부분이 있어?,2
내 활동량에서 긍정적인 부분이 있나요?,2
내 활동량에 부정적인 측면이 있낭?,2
내 활동량에서 부정적인 부분이 있으려나?,2
내 활동량에서 부정적은 부분이 있나?,2
활동량 등수,2
내 활동량이 일반적이야?,2
내 활동량은 예외적이야?,2
나 활동적이야?,2
나 활동적?,2
활동적인게 나일까?,2
내 활동량은 일반적인 거 같아?,2
타인과 비교했을 때 나의 활동량은 높은 편이야?,2
타인과 비교했을 때 나의 활동량은 높아?,2
타인과 비교했을 때 나의 활동량은 낮은 편이야?,2
타인과 비교했을 때 나의 활동량은 낮아?,2
제 활동량이 일반적인지 아니면 예외적인지 알 수 있나요?,2
"다른 사람들과 비교했을 때, 내 활동량은 어떻게 평가돼?",2
"다른 사람들과 비교했을 때, 제 활동량은 어떻게 평가될까요?",2
남들보다 내가 활동적이지?,2
다른 사람들보다 내가 활동적이지?,2
다른 사람들보다 나는 활동적일까?,2
나는 다른사람들보다 활동적이지?,2
나는 다른사람들보다 활동적일까?,2
남들은 나보다 활동적이야?,2
넘들은 나보다 활동적이야?,2
내 활동량은 예외적일까나?,2
다른 사람들은 활동을 많이 해?,2
내 활동량의 강점은 무엇일까?,2
나의 활동량에서 우수한 부분이 뭐야?,2
활동량 약점,2
활동량 강점,2
다른사람들보다 활동량이 높아?,2
다른 사람들보다 활동량이 낮아?,2
내 활동량은 높아?,2
내 활동량은 낮아?,2
활동량이 높아?,2
활동량이 높나?,2
활동량이 좋아?,2
활동량이 낮아?,2
활동량이 낮나?,2
활동량이 안좋아?,2
남들에 비해 내 활동량이 어때?,2
활동량 강점에 대해 알려줘,2
내 활동량 강점에 대해 알려줘,2
내 활동량 강점이 뭐야,2
활동량에서 좋은 부분이 있어?,2
활동량에서 좋은 부분을 알려줘,2
내 활동량은 좋아?,2
활동량이 좋은편인가?,2
내 활동량에서 부족한 부분이 어디야,2
내 활동량에서 약점이 뭐야,2
다른 사람들은 언제 활동량이 가장 많아?,2
내 활동량 특징,2
내 활동량의 특징에 대해 알려줘,2
제 활동량의 특징에 대해 알려주세요,2
내 수면점수에서 좋은 부분이 있나요?,2
내 수면에서 좋은 부분이 있나요?,2
내 수면점수 특징은 무엇인가요?,2
내 수면점수에서 특징이 뭐가 있어?,2
내 수면은 어느 정도 높은 편이야?,2
내 수면은 어느정도 높은 편이냐?,2
내 수면점수는 어느정도 높은 편이야?,2
내 수면점수는 어느정도 높은 편이냐?,2
내 수면점수는 긍정적인 측면이 있나요?,2
내 수면점수는 긍정적인 부분이 있을까?,2
내 수면은 좋은 편인가요?,2
내 수면점수는 상위 몇 퍼센트에 속해?,2
제 수면점수는 상위 몇 퍼센트에 속하나요?,2
내 수면점수는 높은편인가?,2
내 수면점수는 다른 사람에 비해 높은편이야?,2
내 수면점수의 강점은 뭐야,2
내 수면점수의 강점이 뭘까?,2
내 수면점수의 강점에 대해 알려줘,2
내 수면점수의 강점을 설명해줘,2
내 수면점수의 약점이 뭘까?,2
내 수면점수의 약점에 대해 알려줘,2
내 수면점수의 약점을 설명해줘,2
내 수면점수는 다른 사람들보다 높아?,2
내 나이대에 비해 수면점수가 높은편이야?,2
내 나이대에 비해 수면점수가 낮은편이야?,2
내 수면점수가 높은편이야?,2
수면점수 등수,2
수면 등수,2
나는 잘 자는 사람인가?,2
나는 잘 자는 사람이야?,2
내 수면점수에서 좋은 부분이 있어?,2
내 수면에서 좋은 부분이 있어?,2
내 수면점수 특징,2
내 수면의특징,2
내 수면평가는 특별한 편이야?,2
수면점수는 어떻게 되나요?,2
내 수면점수는 어때?,2
수면평가를 알려줘,2
수면점수를 알려줘,2
수면점수가 좋은편인가?,2
내 수면은 좋은편인가?,2
내 수면은 나쁜편인가?,2
내 수면점수는 높은편인가?,2
내 수면점수는 나쁜편인가?,2
내 수면점수는 좋은편인가?,2
수면점수 다른사람보다 높아?,2
수면점수 다른 사람보다 낮아?,2
수면점수 평균,2
수면점수,2
다른 사람보다 내 수면패턴이 좋아?,2
다른 사람보다 내 수면패턴이 안좋아?,2
다른 사람들과 비교했을 때 내 수면점수의 강점이 뭐야,2
다른 사람들과 비교했을 때 제 수면점수의 강점이 무엇일까요?,2
다른 사람들과 비교했을 때 내 수면점수는 높아?,2
나이대별로 나와 비슷한 수면점수를 보이는 사람이 얼마나 돼?,2
내 나이대에 내 수면점수는 적당한 편인가?,2
수면점수가 어떨라나,2
수면점수가 어떨까나?,2
수면점수가 어찌되냐,2
수면점수가 낮은거냐,2
내 수면점수는 일반적이야?,2
수면점수가 일반적이야?,2
내 수면점수가 일반적인가?,2
내 수면점수가 일반적인걸까나?,2
수면점수가 일반적인걸까?,2
내 수면점수는 예외적이야?,2
내 수면점수가 예외적인 편인가?,2
수면점수 어떻게 되나요,2
수면점수 알려줘,2
수면점수좀 알려줘봐,2
수면점수가 높나?,2
수면점수가 너무 낮나,2
수면점수 낮은걸까?,2
내 수면점수 낮은거냐,2
나는 평균에 비해 많이 자는편이야?,2
내 수면패턴은 좋은편이야?,2
내 수면패턴은 좋아?,2
나 수면패턴이 좋은걸까?,2
내 수면패턴은 안좋아?,2
수면패턴이 다른 사람보다 좋아?,2
수면패턴이 다른 사람들보다 안좋아?,2
잠을 다른 사람들보다 규칙적으로 자나?,2
잠을 다른 사람들보다 잘 자는편인가?,2
잠을 자는게 다른 사람들보다 규칙적일까?,2
수면점수가 다른 사람들보다 높아?,2
수면 점수가 다른 사람들보다 낮아?,2
내 수면점수는 상위 몇 퍼센트?,2
수면 점수가 남들보다 높아?,2
수면 점수가 남들보다 낮아?,2
수면패턴이 좋은편이지?,2
수면패턴이 안좋은 편인 거 같아,2
내 수면패턴은 안좋은걸까?,2
다른 사람들에 비해 내 수면패턴은 어때?,2
다른 사람들에 비해 내 수면패턴은 좋은거야?,2
내 수면패턴은 좋은걸까?,2
나는 수면패턴이 좋은거야?,2
수면패턴 좋냐?,2
수면패턴 안좋냐?,2
수면패턴 좋아?,2
수면패턴 안좋아?,2
내 수면패턴 좋냐?,2
내 나이대에 비해 잠을 많이 자?,2
다른 사람들보다 내 수면패턴이 좋지?,2
다른 사람들보다 내 수면패턴이 안좋아?,2
나는 잘 자고있는걸까?,2
나는 다른 사람들에 비해 수면패턴이 좋은 편이야?,2
내 수면패턴 안좋냐?,2
내 수면패턴은 안좋은편이야?,2
내 수면점수 너무 낮은 거 같은데?,2
나 너무 잘 자나봐,2
수면점수가 높은거지?,2
수면점수가 높은거냐,2
내 수면점수 낮은 거 같은데,2
다른 사람의 수면점수는 어때?,2
내 빛노출 점수를 알려줘,2
제 빛노출 점수를 알려주세요,2
내 빛노출 점수는 전체 점수 중 상위 몇 퍼센트에 해당해?,2
나는 빛을 조금만 보는 편이야?,2
다른 사람들에 비해 내 빛노출은 어때?,2
내 빛노출 점수는 하위 몇 퍼센트에 해당해?,2
다른 사람들은 일반적으로 빛을 어느 정도로 봐?,2
다른 사람들은 일반적으로 빛을 얼만큼 봐?,2
나 다른사람보다 빛을 많이 보는 거 같은데?,2
다른사람들은 나보다 빛을 많이 봐?,2
다른사람들은 빛을 어느정도 봐?,2
남들은 빛을 많이 봐?,2
나보다 빛을 많이 보는사람들이 많아?,2
나는 빛을 많이 보는 편이지?,2
빛을 많이 보나?,2
나 빛 많이 봐?,2
다른사람들보다 내가 빛을 많이 보지?,2
다른 사람들보다 내가 빛을 조금 보지?,2
남들은 빛을 어느정도 보냐,2
남들보다 빛을 많이 볼걸?,2
다른 사람들의 빛노출 점수는 어떻게 되나요?,2
남들보다 빛 보는게 많아?,2
남들보다 빛을 많이 보나?,2
나는 남들보다 빛을 많이 봐?,2
빛을 보는게 남들보다 많아?,2
빛노출이 남들보다 많아?,2
나는 아무래도 다른 사람보다 빛을 많이 보는 거 같아,2
빛노출 점수,2
빛 노출 점수,2
빛노출 점수 알려줘,2
내 빛노출 점수는 상위 몇퍼센트야,2
내 빛노출 점수는 하위 몇펴센트야,2
빛노출 점수가 높은편인가?,2
다른 사람에 비해 빛노출 점수가 높아?,2
다른 사람들에 비해 빛노출 점수가 높은걸까,2
나는 빛을 조금 보는편인가?,2
나 빛을 잘 보는편인가?,2
나 빛을 잘 안보는편인가?,2
남들에 비해 내 빛노출은 어때?,2
다른 사람들보다 빛을 많이 보는편이야?,2
다른 사람들보다 빛을 조금 보는편인가?,2
다른 사람들과 비교했을 때 빛노출 점수가 평균 이상이야?,2
내 나이대에 비해 빛을 많이 보는편이야?,2
내 나이대에 비해 빛을 조금 보는편인가?,2
내 나이대의 사람들은 빛을 나보다 많이 봐?,2
나는 동년배들보다 빛을 많이 봐?,2
빛노출 점수가 다른 사람들과 비교했을 때 평균 이상이야?,2
내 빛노출은 다른 사람들에 비해 어때?,2
다른 사람들에 비해 내 빛노출 점수는 어느정도 높아?,2
다른 사람들에 비해 내 빛노출 점수는 얼마나 낮아?,2
남들에 비해 빛을 얼마나 많이 봐?,2
남들에 비해 빛을 얼마나 조금 봐?,2
평균보다 빛을 많이 보는 편이야?,2
다른 사람들에 비해 내 빛노출의 장점이 뭐야?,2
다른 사람들에 비해 내 빛노출의 단점이 뭐야?,2
다른 사람들에 비해 빛을 잘 보는거지?,2
평균보다 빛을 조금 보는 편이야?,2
빛노출 점수가 다른 사람들과 비교했을 때 어때?,2
다른 사람에 비해 빛을 조금보나,2
빛노출 등수,2
빛 노출 등수,2
빛노출 평균이 어때,2
빛노출 평균 점수가 어떻게 돼?,2
다른 사람들은 빛을 어느정도 봐?,2
다른 사람들에 비해 빛노출 점수가 낮은걸까,2
나이대별로 빛노출 점수를 알고싶어,2
내 빛노출 점수의 강점이 있어?,2
내 빛노출의 강점이 뭘까나,2
빛노출 점수의 강점좀 말해봐,2
빛노출 점수가 왜이리 낮아?,2
빛을 보는게 다른 사람들보다 많아?,2
빛을 보는게 다른 사람들보다 적어?,2
빛을 다른 사람들보다 많이 보는 편인가?,2
빛을 다른 사람들보다 적게 보는 편인가?,2
빛노출 점수가 낮은거같아,2
내 나이대에 빛노출 점수 평균 알려줘,2
빛노출 점수가 너무 낮나,2
나 빛 많이 보는편인가,2
나는 빛 적게 보는편인가?,2
다른 사람들은 빛을 얼마나 봐,2
다른 사람들의 빛노출 점수는 어때?,2
일주기 패턴 점수 알려줘,2
신체 리듬 점수,2
일주기 패턴 점수,2
내 다른사람보다 규칙적이야?,2
내 일주기 패턴점수는 높은편인가,2
일주기 패턴 점수가 상위 몇퍼센트야,2
다른 사람들에 비해 일주기 점수가 높은걸까,2
다른 사람들에 비해 일주기 패턴 점수가 높은걸까,2
내 일주기 패턴은 규칙적이야?,2
나의 일주기 패턴은 긍정적인걸까?,2
내 신체 리듬은 어느 정도 규칙적인 편이야?,2
나의 삶은 규칙적일까나,2
나의 삶은 규칙적인거지?,2
내 신체 리듬 점수가 어때?,2
제 신체 리듬 점수는 어떤가요?,2
나의 일주기 패턴은 다른 사람들과 비교했을 때 어때?,2
남들보다 규칙적이게 살고 있어?,2
다른 사람들보다 일주기 패턴 점수가 높아?,2
다른 사람들보다 일주기 패턴 점수가 낮아?,2
나의 신체 리듬은 어느정도 규칙적이야?,2
다른 사람들과 비교했을 때 나의 신체 리듬은 어때?,2
나는 다른 사람들보다 규칙적인 삶을 살고 있어?,2
나는 다른 사람들보다 신체 리듬이 규칙적이야?,2
일주기 패턴이 다른사람보다 규칙적일까?,2
내 신체 리듬 점수는 높냐?,2
내 신체 리듬 점수는 낮냐?,2
다른 사람들보다 규칙적인 삶을 살고 있어?,2
나는 규칙적인 삶을 살고있어?,2
내 삶은 다른사람보다 규칙적일까?,2
내 일주기 패턴의 강점이 뭐야?,2
내 일주기 패턴에서 장점이 뭐야?,2
내 일주기 패턴에서 약점이 뭐야?,2
내 일주기 패턴에서 단점이 뭐야?,2
일주기 패턴 점수가 높은 편이야?,2
일주기 패턴 점수가 높아?,2
일주기 패턴 점수가 낮은 편이야?,2
일주기 패턴 점수가 낮아?,2
일주기 패턴 점수가 평균보다 높으려나?,2
일주기 패턴 점수가 평균보다 높을라나?,2
나는 다른 사람들보다 규칙적이지?,2
내 인생이 규칙적일까?,2
나 규칙적으로 살아?,2
나 규칙적인 편일까?,2
나 규칙적이게 살고있지?,2
나 규칙적으로 살고 있는 거 같은데,2
나 규칙적으로 살고있어,2
나 규칙적?,2
일주기 패턴을 평균과 비교했을 때 어때,2
일주기 패턴이 다른 사람들과 비교했을 때 더 높아?,2
일주기 패턴이 다른 사람들과 비교했을 때 더 낮아?,2
